verbete	handle
Council on Foreign Relations	@PoliciaFederal 
Mulher-Maravilha	@TelebrasBR 
Superman	@TelebrasBR 
Frank E. Marble	@INPE_MCT 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Gomes Farias	@SenadoFederal 
Rubens Bueno	@PoliciaFederal 
Miriam Belchior	@SERPRO 
Força Interina das Nações Unidas no Líbano	@TelebrasBR 
Ezequiel Teixeira	@CamaraDeputados 
IPad (7th generation)	@SERPRO 
IPhone SE	@SERPRO 
Laercio Oliveira	@CamaraDeputados 
Governo Michel Temer	@SERPRO 
Época de Ouro	@SERPRO 
Associação Chapecoense de Futebol	@AdvocaciaGeral 
Éverton Ribeiro	@CorreiosBR 
Unapologetic	@SERPRO 
Live at the Royal Albert Hall (álbum de Adele)	@SERPRO 
The Beyoncé Experience Live	@SERPRO 
Deposit insurance	@SERPRO 
Eric Woolfson	@SERPRO 
Elomar	@SERPRO 
Everon	@SERPRO 
Everon	@SERPRO 
Zeze Perrella	@SenadoFederal 
Jair Bolsonaro	@Caixa 
Ennio Morricone	@SERPRO 
Duffy	@SERPRO 
Deus ex Machina	@SERPRO 
Deus ex Machina	@SERPRO 
Duffy (singer)	@SERPRO 
Anderson Vital da Silva	@SERPRO 
The Lost World (1960 film)	@TelebrasBR 
Kylian Mbappé	@SERPRO 
Luís Manoel Siqueira	@dnpmoficial
Luís Manoel Siqueira	@SERPRO 
Raimundo Carneiro de Sousa Bandeira	@AdvocaciaGeral 
Build (song)	@SERPRO 
Build (song)	@SERPRO 
Star Trek: Discovery	@SERPRO 
Theory U	@Caixa 
Rio Verde de Mato Grosso	@SERPRO 
Rio Verde de Mato Grosso	@SERPRO 
Laercio Oliveira	@CamaraDeputados 
Steven Universe	@TelebrasBR 
Steven Universe	@TelebrasBR 
Jullie	@TelebrasBR 
Melodrama (álbum de Lorde)	@SERPRO 
Pretty Little Liars (série de televisão)	@JusticaGovBR 
Pretty Little Liars (série de televisão)	@SERPRO 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
RecordTV Cuiabá	@TelebrasBR 
Abundante Chuva	@SERPRO 
Alto Araguaia	@TelebrasBR 
Rombicosidodecaedro	@AdvocaciaGeral 
♀	@TelebrasBR 
Nelly Furtado	@TelebrasBR 
List of Arduino boards and compatible systems	@Caixa 
Eliana Pedrosa	@CamaraDeputados 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Maldição	@AdvocaciaGeral 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Temporada do Esporte Clube Vitória de 2017	@STF_Oficial 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
Ronaldo Lessa	@CamaraDeputados 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
TV Integração (Alto Araguaia)	@TelebrasBR 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Operação Lava Jato	@PoliciaFederal 
Pedra Branca (Paraíba)	@MPF_PGR 
Fórum de discussão	@SERPRO 
Fusão (Dragon Ball)	@CorreiosBR 
Fusão (Dragon Ball)	@CorreiosBR 
Black Veil Brides	@Anatel_Informa 
Estado civil	@MPF_PGR 
Nicolas Flamel	@AdvocaciaGeral 
Alquimia	@AdvocaciaGeral 
Exame Nacional do Ensino Médio	@Inep_Imprensa 
CELPE-Bras	@Inep_Imprensa 
Grupo Tarancón	@SERPRO 
Línguas românicas	@MPF_PGR 
San Nicolás de los Arroyos	@TelebrasBR 
Simão Jatene	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Maniçoba	@AdvocaciaGeral 
Maniçoba	@AdvocaciaGeral 
Peter Thiel	@SERPRO 
Independência (Ceará)	@INPE_MCT 
Ortografia da língua portuguesa	@CorreiosBR 
2017-es szentpétervári terrortámadás	@SERPRO 
Q29113584	@SERPRO 
2017-es szentpétervári terrortámadás	@SERPRO 
2017-es szentpétervári terrortámadás	@SERPRO 
Chu Ming Silveira	@Caixa 
Mato Grosso do Sul	@CamaraDeputados 
Leônidas da Silva	@CorreiosBR 
Polígono regular	@SERPRO 
Goldman Sachs	@SERPRO 
Goldman Sachs	@SERPRO 
Nova Timboteua	@TelebrasBR 
Rio Verde de Mato Grosso	@SERPRO 
Luís XIII de França	@Caixa 
Luís XIII de França	@Caixa 
Luís XIII de França	@Caixa 
Luís XIII de França	@Caixa 
Carlos XII da Suécia	@Caixa 
Carlos XII da Suécia	@Caixa 
Copa do Brasil de Futebol Feminino	@SERPRO 
Lista de campeões nacionais do futebol feminino brasileiro	@SERPRO 
Honda NX4 Falcon	@SERPRO 
Sheer Greed	@TelebrasBR 
Vulcano (Star Trek)	@TelebrasBR 
Terracap	@SERPRO 
Terracap	@SERPRO 
Atenção plena	@PlanejamentoBR 
Atenção plena	@SERPRO 
Christiane F.	@AdvocaciaGeral 
Machado (Minas Gerais)	@CorreiosBR 
Praça General Tibúrcio (Fortaleza)	@SERPRO 
Câmara dos Deputados do Brasil	@CamaraDeputados 
Cristiano Araújo	@CamaraDeputados 
Paulo Foletto	@CamaraDeputados 
Bife a cavalo	@AdvocaciaGeral 
Harry Potter e a Pedra Filosofal	@SERPRO 
Departamento de Polícia Legislativa	@CamaraDeputados 
Aline Gonçalves	@Caixa 
Convênio	@SERPRO 
Campinense Clube	@AgoraNoPlanalto
Campinense Clube	@SERPRO 
Nascido para Matar	@AdvocaciaGeral 
Batalha de Huế	@AdvocaciaGeral 
Batalha de Huế	@AdvocaciaGeral 
Batalha da Colina 881	@AdvocaciaGeral 
Batalha da bataria Ripcord	@AdvocaciaGeral 
Instituto Nacional do Seguro Social	@Dataprev 
Lourdes	@Caixa 
Carlos, Duque da Borgonha	@Caixa 
Muay thai	@SERPRO 
Edmundo Safdié	@Caixa 
Carlos, Duque da Borgonha	@Caixa 
Carlos, Duque da Borgonha	@Caixa 
Melissa (worm)	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
Joaquim Santana Lima	@SERPRO 
BLU-82	@INPE_MCT 
BLU-82	@INPE_MCT 
Teatro na Idade Média	@CamaraDeputados 
Portugueses	@ImprensaDPU 
Portugueses	@ImprensaDPU 
Portugueses	@ImprensaDPU 
Impressionismo	@MinSaude 
Clóvis Rossi	@SERPRO 
1974	@Dataprev 
Vladimir Prelog	@Caixa 
Governo Michel Temer	@SERPRO 
Governo Michel Temer	@SERPRO 
King-Size Canary	@TelebrasBR 
Negasonic Teenage Warhead	@AdvocaciaGeral 
°C-ute	@SERPRO 
°C-ute	@SERPRO 
Thomas Georg Driendl	@Caixa 
Thomas Georg Driendl	@Caixa 
Thomas Georg Driendl	@Caixa 
Thomas Georg Driendl	@Caixa 
Thomas Georg Driendl	@Caixa 
Peteca	@Caixa 
Luiz Carlos Reche	@MPF_PGR 
May 1968 events in France	@MuseusBR 
May 1968 events in France	@SERPRO 
Temporada do Clube de Regatas do Flamengo de 2017	@SERPRO 
Copa Europeia/Sul-Americana de 1992	@SERPRO 
Trilogy (álbum de Emerson, Lake &amp; Palmer)	@SERPRO 
Heaven's Gate (seita)	@AdvocaciaGeral 
Heaven's Gate (seita)	@AdvocaciaGeral 
Morte de Adolf Hitler	@AdvocaciaGeral 
Conceição Rabha	@MPF_PGR 
Conceição Rabha	@MPF_PGR 
Satélite de Coleta de Dados	@INPE_MCT 
Satélite de Coleta de Dados	@INPE_MCT 
Lauren Alaina	@CamaraDeputados 
Alfredo Nascimento	@CamaraDeputados 
Ciência da informação	@SERPRO 
Ciência da informação	@SERPRO 
Ciência da informação	@SERPRO 
Ciência da informação	@SERPRO 
Tracking shot	@TelebrasBR 
Kundalini	@SERPRO 
Seleção Francesa de Futebol	@SERPRO 
Crime hediondo	@MPF_PGR 
Águas de Lindóia Esporte Clube	@Caixa 
Firewind	@STJNoticias 
David Almeida	@MPF_PGR 
General strike	@SERPRO 
Tiroteio de Miami de 1986	@AdvocaciaGeral 
Q1753332	@CorreiosBR 
Q14916928	@CorreiosBR 
Cronologia da Primeira República Brasileira	@TelebrasBR 
Liberdade ainda que tardia	@SenadoFederal 
Floresta Nacional do Rio Preto	@SERPRO 
Győri Audi ETO KC	@dnpmoficial
Győri Audi ETO KC	@SERPRO 
GDDR6 SDRAM	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Jogo do bicho	@SERPRO 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Ministério do Desenvolvimento Agrário	@SERPRO 
About Time (filme)	@AdvocaciaGeral 
Shame (filme de 2011)	@AdvocaciaGeral 
James Badge Dale	@AdvocaciaGeral 
World War Z (filme)	@AdvocaciaGeral 
Coco Chanel	@JusticaGovBR 
Coco Chanel	@SERPRO 
Coco Chanel	@JusticaGovBR 
Coco Chanel	@SERPRO 
William Pottker	@SERPRO 
Roberto Duval	@TelebrasBR 
Roberto Duval	@TelebrasBR 
Roberto Duval	@TelebrasBR 
Negev	@TelebrasBR 
NCIS	@SERPRO 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
NCIS: Los Angeles (oitava temporada)	@SERPRO 
Chevrolet Cruze	#cade
Chevrolet Cruze	@SERPRO 
YARATAN LAULETTA	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
YARATAN LAULETTA	@TelebrasBR 
Nó torto	@AdvocaciaGeral 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
Palmeirim Silva	@TelebrasBR 
Criptografia quântica	@SERPRO 
Nauseous Surgery	@SERPRO 
Nauseous Surgery	@SERPRO 
Ministério do Desenvolvimento Agrário	@SERPRO 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Pedro Cauchon	@SERPRO 
2017 World Surf League	@Caixa 
The Weeknd	@SERPRO 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Azotobacter	#conab
Azotobacter	@SERPRO 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
YARATAN LAULETTA	@TelebrasBR 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
NCIS (decima quarta temporada)	@SERPRO 
Campeonato Cearense de Futebol da Segunda Divisão de 2017	@CorreiosBR 
TV Senado	@SenadoFederal 
Mil Mi-24	@AdvocaciaGeral 
Míssil balístico	@AdvocaciaGeral 
Mil Mi-24	@AdvocaciaGeral 
Saab JAS 39 Gripen	@CamaraDeputados 
Saab JAS 39 Gripen	@CamaraDeputados 
Gossip Girl (telessérie)	@SERPRO 
Front-end e back-end	@SERPRO 
Ádamo Luiz Colombo da Silveira	@TelebrasBR 
Sistema de gerenciamento de conteúdo	@MEC_Comunicacao 
Jesus Cristo Prega a comunhão ou comunismo	@MPF_PGR 
Guido Vidal França Schäffer	@SERPRO 
Porto Alegre Bulls	@SERPRO 
Celso Teixeira	@TelebrasBR 
Missões diplomáticas no Brasil	@MinCidades 
Missões diplomáticas no Brasil	@SERPRO 
Leocádio José Correia	@PoliciaFederal 
Batalha de Alcácer-Quibir	@AdvocaciaGeral 
Sebastianismo	@AdvocaciaGeral 
Saab JAS 39 Gripen	@CamaraDeputados 
Slow cinema	@TelebrasBR 
Carlos Ilha	@STJNoticias 
Comando Militar do Planalto	@TelebrasBR 
Michael Weikath	@MPF_PGR 
NCIS	@SERPRO 
NCIS	@SERPRO 
Corrupto	@PoliciaFederal 
Direcional Engenharia	@Caixa 
Direcional Engenharia	@Caixa 
Direcional Engenharia	@Caixa 
Jecão, um Fofoqueiro no Céu	@TelebrasBR 
As Aventuras de Pedro Malasartes	@TelebrasBR 
Q20377480	@CorreiosBR 
As Aventuras de Pedro Malasartes	@TelebrasBR 
As Aventuras de Pedro Malasartes	@TelebrasBR 
As Aventuras de Pedro Malasartes	@TelebrasBR 
O Puritano da Rua Augusta	@TelebrasBR 
A Banda das Velhas Virgens	@TelebrasBR 
A Banda das Velhas Virgens	@TelebrasBR 
O Jeca e a Égua Milagrosa	@TelebrasBR 
Linha Santos-Juquiá (Sorocabana)	@SERPRO 
Berlin Alexanderplatz (miniseries)	@TelebrasBR 
Teoria da contingência	@CorreiosBR 
O Exótico Hotel Marigold	@SERPRO 
To the Fore	@TelebrasBR 
Nadando em Dinheiro	@TelebrasBR 
Nadando em Dinheiro	@TelebrasBR 
Nadando em Dinheiro	@TelebrasBR 
Nadando em Dinheiro	@TelebrasBR 
Joaquim Passarinho	@CamaraDeputados 
Sai da Frente	@TelebrasBR 
Sai da Frente	@TelebrasBR 
Sai da Frente	@TelebrasBR 
Alceu Moreira	@CamaraDeputados 
Zorra Total	@TSEJusBR 
Fedora Linux	@SERPRO 
Fedora Linux	@SERPRO 
Fedora Linux	@SERPRO 
Lista de seres poderosos do Multiverso DC	@Dataprev 
Programa Nacional de Educação Fiscal	@SERPRO 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
2017 World Surf League	@Caixa 
Passeata dos Cem Mil	@CamaraDeputados 
Polícia Federal do Brasil	@PoliciaFederal 
Polícia Federal do Brasil	@PoliciaFederal 
Tricia McMillan	@AdvocaciaGeral 
TV Brasil Capital	@SERPRO 
José Walter Bautista Vidal	@PoliciaFederal 
Instituto Rio Branco	@ItamaratyGovBR 
Yanna Lavigne	#conab
Yanna Lavigne	@SERPRO 
Lista de canais de televisão via satélite do Brasil	@SERPRO 
OpenSUSE	@SERPRO 
João Filgueiras	@TCUOficial 
Estádio Nilton Santos (Rio de Janeiro)	@SERPRO 
Ticiana Villas Boas	@SERPRO 
Miss Brasil 2017	@SERPRO 
Engenho de açúcar	@AdvocaciaGeral 
Culinária do Pará	@AdvocaciaGeral 
Ankylosauridae	@SERPRO 
Ankylosauridae	@SERPRO 
Ankylosauridae	@SERPRO 
Ankylosauria	@SERPRO 
Ankylosauria	@SERPRO 
Lista de eventos de software livre	@SERPRO 
BR-116	@SERPRO 
Zé Pequeno	@Dataprev 
Quermesse	@SERPRO 
Adão Latorre	@TelebrasBR 
2017 World Surf League	@Caixa 
Headcrash	@TelebrasBR 
Meu Japão Brasileiro	@TelebrasBR 
Meu Japão Brasileiro	@TelebrasBR 
Meu Japão Brasileiro	@TelebrasBR 
Meu Japão Brasileiro	@TelebrasBR 
Febre aftosa	@PoliciaFederal 
Gilles de Rais	@TelebrasBR 
Unbreakable Kimmy Schmidt	@CamaraDeputados 
18 de dezembro	@TelebrasBR 
Betão Ronca Ferro	@TelebrasBR 
Betão Ronca Ferro	@TelebrasBR 
Betão Ronca Ferro	@TelebrasBR 
Betão Ronca Ferro	@TelebrasBR 
Betão Ronca Ferro	@TelebrasBR 
Sílvia Bandeira	@AdvocaciaGeral 
Harry James Potter	@MinSaude 
Símbolo da reciclagem	@AdvocaciaGeral 
Símbolo da reciclagem	@AdvocaciaGeral 
Símbolo da reciclagem	@AdvocaciaGeral 
Símbolo da reciclagem	@AdvocaciaGeral 
Escala de coma de Glasgow	@MPF_PGR 
Escala de coma de Glasgow	@MPF_PGR 
Foz do Iguaçu Esporte Clube	@SERPRO 
13 Reasons Why	@TelebrasBR 
Ronald Neame	@SERPRO
O Espião Que Saiu do Frio	@SERPRO
Gypsy jazz	@TST_Oficial
Ronald Neame	@SERPRO 
13 Reasons Why	@TelebrasBR
O Espião Que Saiu do Frio	@SERPRO 
Gypsy jazz	@TST_Oficial 
Norway national football team	@SERPRO
13 Reasons Why	@TelebrasBR 
Norway national football team	@SERPRO 
NCIS (decima quarta temporada)	@SERPRO
NCIS (decima quarta temporada)	@SERPRO
NCIS (decima quarta temporada)	@SERPRO
NCIS (decima quarta temporada)	@SERPRO 
NCIS (decima quarta temporada)	@SERPRO 
NCIS (decima quarta temporada)	@SERPRO 
Mario Balotelli	@MPF_PGR
Mario Balotelli	@MPF_PGR
Mario Balotelli	@MPF_PGR
The Legend of Zelda (série)	@TelebrasBR
Mario Balotelli	@MPF_PGR 
Mario Balotelli	@MPF_PGR 
Mario Balotelli	@MPF_PGR 
Allen Ginsberg	@AdvocaciaGeral
The Legend of Zelda (série)	@TelebrasBR 
Allen Ginsberg	@AdvocaciaGeral 
Lista das cidades mais populosas da Índia	#conab
Lista das cidades mais populosas da Índia	@SERPRO
Hustler	@AdvocaciaGeral
Lista das cidades mais populosas da Índia	#conab
Lista das cidades mais populosas da Índia	@SERPRO 
Hustler	@AdvocaciaGeral 
Hierarchische Clusteranalyse	@INPE_MCT
Hierarchische Clusteranalyse	@INPE_MCT
Hierarchische Clusteranalyse	@INPE_MCT 
Hierarchische Clusteranalyse	@INPE_MCT 
Rio Mearim	@TelebrasBR
Belchior	@AdvocaciaGeral
Belchior	@AdvocaciaGeral
Belchior	@AdvocaciaGeral
Belchior	@AdvocaciaGeral
Rio Mearim	@TelebrasBR 
Belchior	@AdvocaciaGeral 
Belchior	@AdvocaciaGeral 
Belchior	@AdvocaciaGeral 
Belchior	@AdvocaciaGeral 
Once Upon a Time (série de televisão)	@Dataprev 
Prémio Camões	#dpu
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Telephone	@TelebrasBR
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Chofer de Praça	@TelebrasBR
Once Upon a Time (série de televisão)	@Dataprev 
Prémio Camões	@ImprensaDPU 
Chofer de Praça	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Telephone	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Chofer de Praça	@TelebrasBR 
Reinaldo Manoel da Silva	@SERPRO
Chofer de Praça	@TelebrasBR 
Parintins	@CorreiosBR
Reinaldo Manoel da Silva	@SERPRO 
Tibia	@SenadoFederal
Parintins	@CorreiosBR 
Tibia	@SenadoFederal 
10th Golden Globe Awards	@TelebrasBR
50th Golden Globe Awards	@TelebrasBR
50th Golden Globe Awards	@TelebrasBR
Dorinha Rezende	@CamaraDeputados
10th Golden Globe Awards	@TelebrasBR 
50th Golden Globe Awards	@TelebrasBR 
50th Golden Globe Awards	@TelebrasBR 
Douglas D-558-2 Skyrocket	@CamaraDeputados
Barra	@SERPRO
Dorinha Rezende	@CamaraDeputados 
Douglas D-558-2 Skyrocket	@CamaraDeputados 
Alfonso de Vinuesa	@TelebrasBR
Barra	@SERPRO 
Alfonso de Vinuesa	@TelebrasBR 
2017 World Surf League	@Caixa
Álcool 70	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa 
Álcool 70	@SERPRO 
2017 World Surf League	@Caixa 
Estados dos Estados Unidos	@SERPRO
Estados dos Estados Unidos	@SERPRO 
Motor Wankel	@Dataprev
Motor Wankel	@Dataprev
Motor Wankel	@Dataprev 
Motor Wankel	@Dataprev 
Junho	#dpu
Junho	@ImprensaDPU 
Coral da Universidade Estadual de Ponta Grossa	@Caixa
RuPaul's Drag Race	@TelebrasBR
Ministério Público Militar	@MPF_PGR
Ministério Público Militar	#mpm
Gears of War 4	@SERPRO
José de Freitas Nobre	@SenadoFederal
Águas Lindas (Belém)	@SERPRO
Audio Frequency Shift Keying	@INPE_MCT
Lista de episódios de Sai de Baixo	@SERPRO
Marty Friedman	@SERPRO
Marty Friedman	#conab
NCIS: New Orleans (segunda temporada)	@SERPRO
Avengers: Infinity War	@SERPRO
Avengers: Infinity War	@SERPRO
Kyokushin	@STJNoticias
Verde Amarelismo	@SERPRO
Mosteiro de São Bento (Salvador)	@ItamaratyGovBR
TV Em Tempo	@TelebrasBR
Nelore	@SERPRO
Gonçalo Annes Bandarra	@SERPRO
Gonçalo Annes Bandarra	@SERPRO
Nelore	@SERPRO
O Globo	@CamaraDeputados
Órgão do mar	@AdvocaciaGeral
Neal Adams	@TST_Oficial
Ron Howard	@STF_Oficial
Ron Howard	@STF_Oficial
Conselho de Defesa Nacional	#dpu
Caratinga	@SenadoFederal
0 A.D. (video game)	@Caixa
Monsta X	@SERPRO
Convés de bateria	@SERPRO
Domingo Legal	@TelebrasBR
Lista de municípios de São Paulo por PIB	@TelebrasBR
Lista de municípios de São Paulo por PIB	@TelebrasBR
Economia do México	@TelebrasBR
Economia do México	@TelebrasBR
Miséria da Filosofia	@SERPRO
Ação Monitória	@SERPRO
Bates Motel	@Dataprev
Lista de episódios de Sai de Baixo	@SERPRO
Alípio de Freitas	@TelebrasBR
O Gato de Madame	@TelebrasBR
TV Em Tempo	@TelebrasBR
Teodoro Freire	@TelebrasBR
Espírito de porco	@CamaraDeputados
Espírito de porco	@CamaraDeputados
Jardim Botânico (Distrito Federal)	@MPF_PGR
Dinastia Shang	@CorreiosBR
Dinastia Shang	@CorreiosBR
Sebastián Saja	@SERPRO
Atenção plena	@SERPRO
Atenção plena	@PlanejamentoBR
Culinária do Pará	@AdvocaciaGeral
NCIS: Los Angeles (oitava temporada)	@SERPRO
Paulo Dias de Moura Ribeiro	@SERPRO
Charles Maurras	@MPF_PGR
Castelo de Bamburgo	@ANPGovBR
Castelo de Bamburgo	@ANPGovBR
Q8508228	@CorreiosBR
Simone Veil	@SERPRO
Mortes em junho de 2017	@SERPRO
Messerschmitt Bf 110	@SERPRO
Messerschmitt Bf 110	@SERPRO
Regina Uchôa	@SERPRO
Gênero literário	@SERPRO
RuPaul's Drag Race	@MPF_PGR
Formosa da Serra Negra	@TelebrasBR
Lista de estados brasileiros por número de municípios	@Anatel_Informa
Mapa de Piri Reis	@CorreiosBR
List of ambassadors of Russia to Brazil	@TCUOficial
Lista de episódios de Sai de Baixo	@SERPRO
Palácio de Westminster	@MPF_PGR
Estandarte Real do Reino Unido	@MPF_PGR
Bruna Furlan	@SenadoFederal
Bagavadguitá	@SERPRO
Gone with the Wind	@AdvocaciaGeral
Monsta X	@SERPRO
Extremidade (ordenação)	@SERPRO
Hwasong-14	@Dataprev
Hwasong-14	@Dataprev
Hwasong-14	@Dataprev
Inmarsat	@INPE_MCT
Hwasong-14	@Dataprev
Hwasong-14	@Dataprev
Hwasong-14	@Dataprev
Hwasong-14	@Dataprev
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Antônio Maria (1968)	@TelebrasBR
Antônio Maria (1968)	@TelebrasBR
Sangue do Meu Sangue (1969)	@TelebrasBR
Sangue do Meu Sangue (1969)	@TelebrasBR
Airbus A350 XWB	@Petrobras
Proteína pRb	@SenadoFederal
Proteína pRb	@SenadoFederal
Proteína pRb	@SenadoFederal
Proteína pRb	@SenadoFederal
Cão-lobo	@STF_Oficial
Tragédia do Sarriá	@ItamaratyGovBR
NCIS: Los Angeles	@SERPRO
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Campeonato Carioca de Futebol	@SERPRO
Campeonato Carioca de Futebol	@SERPRO
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Grey's Anatomy	@SERPRO
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
O Jeca e a Égua Milagrosa	@TelebrasBR
O Jeca e a Égua Milagrosa	@TelebrasBR
O Jeca e a Égua Milagrosa	@TelebrasBR
Thiago Mendonça	@PoliciaFederal
Sistemas táticos do voleibol	@AdvocaciaGeral
Sistemas táticos do voleibol	@AdvocaciaGeral
Irmão do Jorel	@AdvocaciaGeral
Empório celestial de conhecimentos benévolos	@SenadoFederal
Proteína pRb	@SenadoFederal
Esquadrão Bizarro	@CorreiosBR
Esquadrão Bizarro	@CorreiosBR
Esquadrão Bizarro	@CorreiosBR
ASN.1	@Dataprev
Sai da Frente	@TelebrasBR
Sai da Frente	@TelebrasBR
Lista de marquesados em Portugal	@AdvocaciaGeral
ACE High	@INPE_MCT
Lista de episódios de Sai de Baixo	@SERPRO
A Turma do Sete	@TelebrasBR
Tiago, o Justo	@PoliciaFederal
Saltenha	@CorreiosBR
Saltenha	@CorreiosBR
Saltenha	@CorreiosBR
Saltenha	@CorreiosBR
Elisa Alicia Lynch	@TelebrasBR
Tahine	@AdvocaciaGeral
Agricultura familiar	@PoliciaFederal
Irrigação	@PoliciaFederal
Afonso Fioreze	@JusticaGovBR
Afonso Fioreze	@SERPRO
Afonso Fioreze	@JusticaGovBR
Afonso Fioreze	@SERPRO
Taveira	@SERPRO
Taveira	@SERPRO
Ernst Neufert	@SERPRO
Let Me Love You (canção de DJ Snake)	@SERPRO
Fábio Carille	@Anatel_Informa
Fábio Carille	@Anatel_Informa
NCIS: Los Angeles (oitava temporada)	@SERPRO
Maurício Borges Silva	@Caixa
Maurício Borges Silva	@Caixa
White Collar	@PoliciaFederal
Vanessa Ferlito	@SERPRO
Dan Stulbach	@TelebrasBR
Dan Stulbach	@TelebrasBR
The Championships, Wimbledon	@TelebrasBR
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
Dáblio Moreira	@AdvocaciaGeral
2017 World Surf League	@Caixa
Sala de Redação	@MPF_PGR
Alexandre Fetter	@MPF_PGR
Pirenópolis	@MTurismo
Pirenópolis	@SERPRO
Pirenópolis	@SERPRO
Pirenópolis	@MTurismo
Pirenópolis	@MTurismo
Pirenópolis	@SERPRO
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
2017 World Surf League	@Caixa
As Aventuras de Pedro Malasartes	@TelebrasBR
As Aventuras de Pedro Malasartes	@TelebrasBR
As Aventuras de Pedro Malasartes	@TelebrasBR
Aeroporto Internacional de Florianópolis	@SERPRO
Mero	@Anatel_Informa
Mero	@Anatel_Informa
